1595501685935696000|焦点对话：胡耀邦之子告诫习近平集权危险，有何深意？|这个星期，美中两国官员在北京举行了12月特习会以来的首次贸易磋商。这次副部长级别的谈判，不仅出现了主管经济的中国副总理刘鹤亲自现身的“惊喜”画面，而且还将会议延长一天，凸显双方都急于取得成果。
1595501685935696001|各地舒适至温暖 中南部日夜温差大|今天(19 日)天气与昨天(18 日)类似，各地大多仍为多云到晴的天气，仅花东地区及中南部山区有零星降雨；气温方面，各地高温大致在摄氏 23 至 26 度，不过北部沿海高温稍低一些，而各地低温约 14 至 18 度感受仍凉，中南部日夜温差较大，请根据气温变化适时调整衣物。
1595501685935696002|(影)头份分局侦办虐童假影片 苏贞昌：不该动用私刑|网络昨晚传出一支对虐童者动用私刑的假影片，苗栗头份分局也于第一时间澄清。对此，要求政府必须第一时间反映民意的行政院长苏贞昌今（19）日中午在脸书肯定说，「相关单位很快求证澄清，反应很快，这样很好。」这只影片是在脸书粉丝、社团疯传，指苗栗一位继父虐童后，遭乡民以吊车吊起来私刑。苗栗头份警方昨日则在脸书
1595501685935696003|白宫宣布 二月底之前举行二次川金会|全球关注的第二次川金会，时程已经出炉了。白宫宣布订于2月底之前举行、地点还会择日公开。根据「华盛顿邮报」报导，可能会选在越南举行。...
1595501685935696004|中国驻加大使：孟晚舟案如被友捅刀 是政治问题|中国驻加拿大大使卢沙野17日接受了加中主流媒体的集体采访。这也是自华为孟晚舟事件在去年年底发生，并引发中加两国外交关系紧张至今后，中国驻加外交人员对两国分歧的系统性回应。卢沙野在问答中强调，孟晚舟案不仅是简单的司法案件，中方从一开始对此案的定性就没错，它是一个政治问题。
1595501685935696005|习近平靠录音磁带“修成”“法学博士”（高新）|习近平的官方简历中声称他的“毕业”院系“马克思主义理论与思想政治教育专业”就是在这样一个大背景下出现的“新生事物”，开始“面向社会培养论文硕士和论文博士”之后，立刻就被习近平这样的官员们如蝇逐臭。
1595501685935696006|取材中国农村的宣传片《啥是佩奇》，是成功在地化还是放大城乡对立？|是什么让小猪佩奇再次风靡中国？她会成为下一只米奇老鼠吗？
1595501685935696007|“毛主席解放了西藏 习主席让你脱贫”， 中国要贫困藏人感谢共产党|甘南藏区佐盖多玛乡，贫困的牧民们依照共产党的政策，放弃了牲畜和传统的游牧生活，住进了政府补贴修建的新房里。屋里显眼的位置悬挂着毛泽东和习近平的照片，上面披挂着白色的哈达 。
1595501685935696008|过年换新钞包红包 1/28起453个金融据点这里查|农历春节将届，为方便民众「换新钞、包红包」，央行宣布自1月28日起至2月1日连续5个营业日，民众可于7家公股银行与邮局共453个指定兑钞据点换新钞，其中壹佰元券每人限兑100张。中央银行今天宣布，为方便民众春节前兑换新钞，央行洽请台银、土银、合库银、第一银、华南银、彰银、中小企银
1595501685935696009|足球》公布男女足国家队教头 理事长邱义仁提3大期许|中华民国足球协会今天揭晓新任男、女足球国家队总教练，理事长邱义仁也提出3大期许，除了成绩进步、带来新训练方式外，也盼能留下训练过程的课程，作为日后国内教练参考。足协今天举行记者会，公布新任男、女足球国家队总教练人选，分别由前国家队教头怀特（GaryWhite）的助理教练兰卡斯特（
1595501685935696010|财经智库换首脑》中经院长陈思宽就定位 台经院长将由张建一出任|中经院、台经院18日都有新的人事异动。原定应在去年11月1日就上任的中经院院长...
1595501685935696011|活动人士在印度和英国示威 抗议谷歌为北京研发搜索引擎|1月18日星期五是互联网自由日，由华人、西藏人、维吾尔族人和人权团体人士组成的联盟在谷歌公司位于伦敦的总部外面举行抗议活动，要求谷歌放弃其引起争议的“蜻蜓项目”，不要研发可以为中国当局过滤信息的搜索引擎。
1595501685935696012|对财神爷置之不理？去年9─10月统一发票千万奖 还有8张未兑领！|去年11、12月期统一发票将于25日开奖，但去年9、10月统一发票17张千万特别奖，仍有8张未兑领；12张200万元特奖则剩一张未兑领，提醒于3月5日前兑奖，以免财神爷过门不入。财政部表示，8张未兑领千万特别奖发票，分别是在台北市信义区吴兴街统一超商花新台币180元买两包菸品、在
1595501685935696013|强盗抢银行比喻美中台关系 民进党：柯文哲认知偏差|针对台北市柯文哲今(18)日以强盗抢银行比喻台美中关系，民进党发言人吴思瑶表示，这不只是不当的比喻，更是严重的认知偏差，偏离国内主流民意，更向国际社会释放错误讯息。吴思瑶指出，相信台湾社会多数人民难以接受「把自己国家当作强盗、把处处霸凌压迫台湾的中国当作警察」，这样扭曲的比喻与言论。吴思瑶强调，民进
1595501685935696014|塞尔维亚官方隆重迎接普京到访|塞尔维亚官方表示，至少10万人周四晚在贝尔格莱德街头迎接到访的俄罗斯总统普京。
1595501685935696015|广东维权律师刘正清成中国因法庭辩护词而遭吊照第一人|中国广东省司法厅1月16日下发行政处罚决定书，正式吊销维权律师刘正清的律师执业证，使刘正清成为中国律师界因在法庭上发表的辩护词而遭吊照的第一人
1595501685935696016|基督教迫害监察组织称中国宗教迫害去年骤增|基督教迫害监察组织“敞开的门”本周公布年度报告“2019全球监察名单”，50个国家被该组织列入宗教迫害“黑名单”。报告指出，过去一年，全世界九分之一的基督徒因为信仰受到迫害，世界各地的宗教迫害都在上升。
1595501685935696017|卢秀燕台中小内阁复制「胡家班」人马 是人才短缺或另有打算？|翻转绿地重回蓝天的台中市长卢秀燕不同于其他首都市长，先前在公布小内阁人事时，一共
1595501685935696018|中国呛不惜代价统一 美国防部：坚定支持台湾自我防卫能力|中国军委联合参谋部参谋长李作成日前当面向美国呛声，若有人要将台湾从中国分裂出去，「中国军队将不惜一切代价维护祖国统一，捍卫领土完整」，对此，美国国防部重申，美国坚守《台湾关系法》对台湾的承诺，坚定支持…
1595501685935696019|VOA连线(黄耀毅)：特朗普与金正恩将于二月底前二度会面|朝鲜劳动党副委员长金英哲1月18日星期五到白宫与特朗普总统会面，并转交朝鲜最高领导人金正恩的书信。这是金英哲第二次到椭圆型办公室。会面后，白宫宣布，第二次“特金会”将于二月底之前举办。美国之音记者黄耀毅介绍了详细情况。
1595501685935696020|你的病历，正成为科技公司争相采挖的新宝藏|从巨头亚马逊、苹果，到初创公司Xealth，科技公司正努力将包含了病史、诊断记录、处方和其他医疗数据的大量电子病历收入囊中，以开发新业务。科技公司如何获取，又如何使用这些医疗数据？科技公司对这一资源的利用带来了哪些益处？哪些环节存在着个人隐私泄露的风险？一旦医疗数据泄露，有疾病的人群将面临怎样的困境？这则视频对以上问题进行了解释和探究。图片合成：Heather Seidel/The Wall Street Journal
1595501685935696021|美国波兰将举办反伊朗峰会，欧盟主要国家态度冷淡|美国寻求联合欧洲施压伊朗的努力遭遇挫折，此前有官员称，一些欧盟成员国的部长们可能不会出席美国组织的伊朗和中东问题峰会。
1595501685935696022|分析：中美贸易谈判进入深水区 核心问题谈判仍任重道远|路透北京1月18日 - 持续近一年的中美贸易争端在新年伊始迎来“新气象”。继上周在北京举行副部级磋商后，中国副总理刘鹤本月底亦赶在春节前赴美进行更高级别磋商，将...
1595501685935696023|心跳演习移师乌节路 商家纷响应反恐逾80人参与|一名持刀的“恐怖分子”闯入乌节路商场肆意乱砍，许多伤者倒地不起，现场十分混乱。警方接获通报后赶到现场，在最短时间内击毙持刀“恐怖分子”。突然，一阵枪声在案发地点后方响起，警方马上拿着防弹盾赶去。警方与“恐怖分子”展开激烈枪战，最终成功将余下三名“恐怖分子”歼灭。新加坡民防部队的人员随后到场为伤者进行紧急施救。
1595501685935696024|用户数据抖到哪里？抖音国际版更新隐私政策|抖音国际版TikTok本月修改了它的隐私政策，删去了用户资料有可能在中国被储存和处理的表述。今年1月，美国一个智库的文章警告说，TikTok在中国境外越来越受青睐可能对西方国家构成新的安全威胁。
1595501685935696025|观点投书：贸易战转缓，或是中美两国交易的最好时机|贸易战的焰火或许无法在短时间完全平息，然而习川的领导班子在双双面临国内经济调控与选举开跑的考量下，达成一定程度的和解，寻得阶段性进展的态势大致底定。陆副总理刘鹤在副部级制度性磋商意外的现身；美贸易代表署声明中陆方采购的承诺与下一步结构性改革宣告；川普在推特上直言谈判顺利；华尔街日
1595501685935696026|管仁健观点》管爷是在赚外快？还是领网民费？|伊索寓言里有这样一个故事，牧羊人捡到一只刚刚出生的小狼，就把牠带回家，跟狗喂养在一起。小狼长大以后，如果遇到野狼来叼羊，牠就和狗一起去追赶。有一次，狗没追上野狼，就回去了，但小狼却继续追赶，追上后就和其他野狼一起分享了羊肉。吃过羊肉的小狼，以后即使没有野狼来叼羊，牠也三不五时自己偷叼一只羊。后来，牧
1595501685935696027|泰国展现进步 承诺放宽移民政策|在移民政策上长期要求严格的泰国政府改变态度，承诺将不再强行遣返难民回国。
